StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q104,Q2,Q3,Q4,Q6,Q8,Q10,Q9,Q105,Q12,Q12_1_TEXT,Q12_2_TEXT,Q12_3_TEXT,Q12_4_TEXT,Q12_5_TEXT,Q12_6_TEXT,Q12_7_TEXT,Q16,Q17,Q19,Q18,Q20_1,Q34,Q35,Q26,Q27,Q28,Q28_1_TEXT,Q28_2_TEXT,Q28_3_TEXT,Q28_4_TEXT,Q28_5_TEXT,Q28_6_TEXT,Q28_7_TEXT,Q29,Q36_1,Q37,Q107,Q109,Q31,Q28,Q29TITOYW,Q29_20_TEXT,Q30,Q31,Q32,Q34,Q34_20_TEXT,Q35,Q36,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q44_1_TEXT,Q45,Q45_1_TEXT,Q49,Q49_1_TEXT,Q46,Q46_1_TEXT,Q47,Q50,Q51,Q97_4,Q98,Q52,Q99_4,Q100,Q53,Q101_4,Q102,Q54,Q55,Q56,Q57,Q58_1,Q59,Q59_4_TEXT,Q60,Q61,Q62_1,Q63,Q63_4_TEXT,Q64_1,Q65,Q66,Q66_9_TEXT,Q68,Q69,Q71,Q73_1,Q74,Q76,Q75,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90_1,Q90_2,Q91_1,Q106,Q92,Q92_10_TEXT,Q93,Q28_3_TEXT - Parent Topics,Q28_3_TEXT - Sentiment Polarity,Q28_3_TEXT - Sentiment Score,Q28_3_TEXT - Sentiment,Q28_3_TEXT - Topic Sentiment Label,Q28_3_TEXT - Topic Sentiment Score,Q28_3_TEXT - Topics
4/21/2020 17:28,4/21/2020 17:40,IP Address,68.116.161.64,100,683,TRUE,4/21/2020 17:40,R_1mLCyZtES6kyI1v,,,,,42.24740601,-71.80690002,anonymous,EN,Yes,about average,slightly unhappier,4- neutral,4- neutral,,,No,,,,,,,,,,,Yes,Paid,State Government,,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,0,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Yes (please specify),Amharic,Yes (please specify),enhanced Heterophily,Yes (please specify),I developed skills relating to looking at projects at multiple angles,Yes (please specify),definitely  increased level of patience and ability to understand grass root work,,Yes,Yes,70,No,Yes,68,No,Yes,100,No,Yes,High confidence,No,No,,,,,No,,,,,No,,,,After Peace Corps service,No,1989,Massachusetts,Pembroke,Suburban,Urban,Moderately better off,Mother,Yes,Lowest,"$0 - $25,000",White (including Middle Eastern origin and Latino),No,No,Male,Married,Advanced Degree,Natural sciences,2014,2017,39,Ethiopia,Friend,,,,,,,,,
4/21/2020 17:48,4/21/2020 17:56,IP Address,24.176.8.91,100,458,TRUE,4/21/2020 17:56,R_1osOWexC3l5vuXm,,,,,43.03520203,-83.52480316,anonymous,EN,Yes,about average,about the same,6-,2-,,,Yes,3,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Internships/Unpaid Position in the non-profit or government sector?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?,International organizations?,Other form of public service?",0,0,3,0,0,0,0,,No,,,6,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,0,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Yes (please specify),Malagasy,Yes (please specify),"Yes, learned to respect all peoples opinions",Yes (please specify),"Yes, I became more flexible and open to all solutions to a problem",Yes (please specify),"Yes, I learned to just relax and try not to control everything ",,Yes,Yes,4,No,Yes,2,No,Yes,2,No,Yes,High confidence,No,No,,,,,No,,,,,No,,,,,Yes,1992,Michigan,,Rural,Urban,Moderately better off,Both,Yes,Lowest,"$0 - $25,000",White (including Middle Eastern origin and Latino),No,No,Female,Single (never married),Advanced Degree,Business or trade,2017,2019,27,Madagascar,Friend,,,,,,,,,
4/21/2020 18:29,4/21/2020 18:46,IP Address,108.49.190.243,100,1023,TRUE,4/21/2020 18:46,R_3QDCywLWcEL4OVY,,,,,42.38220215,-71.42749786,anonymous,EN,Yes,a very happy person,much unhappier,6-,1- not at all,I think I have an enthusiasm for life,,Yes,200,"Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?",,200,,,,,,,No,,,5,6-May,Chair the ADA’s State advocacy Committee; MA Advocacy liaison for NPCA; Chair Main IDEA; other Worcester community efforts,Yes,20,,,,,,,,,,10,No,,,No,"Employed, at work",Nonprofit,,President and CEO,5-Mar,YMCA; United Way,Nonprofit,,Greater than 5 years,0,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,,Yes (please specify),Collaborative decision making and problem solving,Yes (please specify),"Yes, by learning to ask questions and listen to answers",Yes (please specify),To be open to people of differing opinions,Leadership,Yes,Yes,100,No,Yes,100,No,Yes,100,No,Yes,High confidence,After Peace Corps service,No,,,,,Both,10,Federal,,5,No,,,,Both,No,1958,Connecticut,Westport ,Suburban,Suburban,Slightly better off,Father,Yes,Upper middle class,"$150,000 - $250,000",White (including Middle Eastern origin and Latino),No,No,Male,Married,4-year college graudate,Social sciences,1991,1993,16,Jamaica ,Friend,,,,,,,,,
4/21/2020 19:23,4/21/2020 19:29,IP Address,69.249.178.160,100,406,TRUE,4/21/2020 19:29,R_3dZdataEZXDVjpr,,,,,39.95199585,-75.18139648,anonymous,EN,No,moderately happy,about the same,4- neutral,5-,,,No,,,,,,,,,,,Yes,Paid,Federal Government,2,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,0,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Yes (please specify),Armenia,Yes (please specify),Coordinating projects,Yes (please specify),,Yes (please specify),,Community-based projects,Yes,Yes,100,No,Yes,100,No,Yes,100,No,No,High confidence,No,No,,,,,No,,,,,No,Other (please specify):,Mistake in survey - I said no,N/A or Prefer not to answer,Both,No,1979,Vermont,,Rural,Urban,About the same,Mother,Yes,Upper middle class,"$75,000 - $150,000",White (including Middle Eastern origin and Latino),No,No,Male,Married,Advanced Degree,Natural sciences,2004,2006,24,Armenia,Peace Corps Alumni,,,,,,,,,
4/22/2020 13:48,4/22/2020 13:59,IP Address,24.194.86.180,100,688,TRUE,4/22/2020 13:59,R_7NIKRTTBPPQBMbf,,,,,42.45089722,-73.24949646,anonymous,EN,Yes,moderately happy,moderately happier,6-,1- not at all,,,Yes,10 hours/mo,"Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?",,Tutoring ,,,,,,,No,,,6,2-Jan,,Yes,5,"Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?",,Habitat for humanity ,,,,,,,11,Yes,Paid,Military,Yes,"Employed, at work",Federal government,,SSA,5-Mar,,Federal government,,Greater than 5 years,2,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Yes (please specify),French,,,,,,,,No,No,,,,,,Yes,12,Yes,No,Low confidence,No,No,,,,,No,,,,,No,,,,,,1963,Massachusetts,,Suburban,Suburban,About the same,Neither,No,Upper middle class,"$75,000 - $150,000",White (including Middle Eastern origin and Latino),No,No,Male,Divorced,Advanced Degree,Social sciences,1985,1988,32,Gabon ,Peace Corps table/fair,,,,,,,,,
4/23/2020 9:30,4/23/2020 9:53,IP Address,68.187.218.210,100,1408,TRUE,4/23/2020 9:53,R_3fZgee6Ec3SvMJl,,,,,42.29170227,-71.78579712,anonymous,EN,Yes,moderately happy,moderately happier,6-,1- not at all,,"I am generally an optimistic person and I believe that mind set improves the ""happiness"" level",Yes,40,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?",10,20,,5,5,,,,No,,,10,4-Feb,"Town Cultural Commission, Mentoring teens for college readiness",Yes,,,,,,,,,,,10,No,Paid,,Am not looking for work,"Not in labor force, retired",,,N/A,1,Disability Claims Adjuster,,,,,,,,,,,Yes (please specify),French,Yes (please specify),Especially as a leader,Yes (please specify),To take new unfamiliar information and formulate a strategy for problem solution,Yes (please specify),"Language, culture, age differences can be overcome by relying upon common human values such as family, education, faith","Appreciate variety of people, opinions, and agendas, as well as listening with an open mind ",Yes,Yes,100,No,Yes,100,No,Yes,100,No,Yes,High confidence,Both,Before Peace Corps service,1,Local,,2 years,Both,4,Other,all of the above,10,No,,,,Both,No,1951,Massachusetts,"Acton, Massachusetts",Suburban,Rural,Slightly better off,Both,No,Middle class,"$25,001 - $75,000",White (including Middle Eastern origin and Latino),No,No,Female,Divorced,Advanced Degree,Humanities,2000,2002,25,Republic of Benin,Other,I remember JFK founding Peace Corps,To join the Speakers Bureau,,,,,,,
4/23/2020 11:38,4/23/2020 11:45,IP Address,70.106.203.38,100,413,TRUE,4/23/2020 11:45,R_2w7uEmKbLF2RHjv,,,,,39.01800537,-77.53900146,anonymous,EN,No,about average,slightly unhappier,4- neutral,5-,,"Likely have depression, realized symptoms of anxiety during my time in PC",No,,,,,,,,,,,No,,,0,2-Jan,English/math tutoring,No,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Yes (please specify),Armenian,Yes (please specify),"If you can work and concede in a language you’re bad at, doing it in english is so much easier!",Yes (please specify),Yeah? Have to work with what you have. And be able to work around language barriers,Yes (please specify),"That’s kind of the whole job! New language new culture, still have to get the job dine",,Yes,Yes,70,Yes,Yes,70,Yes,Yes,100,No,No,High confidence,Before Peace Corps service,No,,,,,No,,,,,No,,,,,No,1995,Virginia,Sterling,Suburban,Suburban,Moderately better off,Both,Yes,Middle class,"$0 - $25,000",White (including Middle Eastern origin and Latino),No,No,Female,Single (never married),4-year college graudate,Social sciences,2019,2020,12,Armenia,Email,,Networking,,,,,,,
4/23/2020 13:22,4/23/2020 13:29,IP Address,73.163.190.181,100,429,TRUE,4/23/2020 13:29,R_2TpoLi8kfvjzuO6,,,,,38.90339661,-76.98819733,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020 14:52,4/23/2020 15:00,IP Address,69.146.100.196,100,460,TRUE,4/23/2020 15:00,R_1GTgcli8DE9Y1AQ,,,,,41.42469788,-105.4781036,anonymous,EN,Yes,slightly happy,slightly happier,4- neutral,2-,,,Yes,8,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?",0,8,,,,,,,No,,,5,4-Feb,Work at humane society And informally support an art museum and a friend’s nonprofit,No,,,,,,,,,,,,,,,,,,,,,,,,,0,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,No,,No,,No,,No,,,Yes,Yes,20,No,Yes,20,No,Yes,20,No,No,High confidence,No,No,,,,,Before Peace Corps service,2,Federal,,10,No,Political party,,Sometimes,Both,No,,Pennsylvania,Harrisburg ,Urban,Suburban,Slightly worse off,Neither,Yes,Lower middle class,"$0 - $25,000",White (including Middle Eastern origin and Latino),No,No,Female,Single (never married),4-year college graudate,Social sciences,2014,2016,25,,Other,Peace corps had always been in my periphery,I thought it would offer some post service support,,,,,,,
4/23/2020 15:02,4/23/2020 15:37,IP Address,66.31.159.217,100,2095,TRUE,4/23/2020 15:37,R_Wl15jZcSUoCzsQx,,,,,42.10940552,-71.17590332,anonymous,EN,Yes,moderately happy,about the same,3-,3-,"I consider myself a pretty happy, well adjusted person but with a penchant for melancholia",My happiness is something that I think about and actively strive to uphold,Yes,150,"Internships/Unpaid Position in the non-profit or government sector?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?",,,1,148,1,,,"I was a full time special education teacher, not sure if that qualifies, but it counts toward PSLF.   ",Yes,Paid,State Government,5,2-Jan,I recently began volunteering with the Red Cross,Yes,10-Jun,Internships/Unpaid Position in the non-profit or government sector?,,,10-Jun,,,,,,,Yes,Paid,State Government,Yes,"Employed, at work",Health care and social assistance,,Contact Tracer,1,Contact Tracer is the only one,Health care and social assistance,,Less than 6 months,0,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Yes (please specify),Spanish,Yes (please specify),"Yes; I worked with counterparts from my community and others, so there were definitely intercultural competencies developed.  I was also VAC President, so I learned a lot through working with the office staff.",Yes (please specify),"I think the needs analysis is a really important part of service, and we always need to be thinking about what needs we are addressing with our projects.  Reporting on framework indicators in the VRF also made me think critically about what need my efforts were working to address.",Yes (please specify),"Peace Corps service is not just your job, it’s your LIFE.  So you learn to adapt to a new job, organization, group of people, language, and culture, all at once.  For me to be happy, I had to build connections amongst PCVs and community members, and living a complex life like Peace Corps demand will surely force you to adapt and problem solve in those different environments. ","I was evacuated a month ago and only completed 13 months (including training), so I don’t have a lot of post-PC career experience to say if Peace Corps helped or not ",Yes,Yes,19,Yes,Yes,15,Yes,Yes,100,No,No,High confidence,After Peace Corps service,No,,,,,Before Peace Corps service,1,Local,,25,No,Other (please specify):,Na,N/A or Prefer not to answer,Before Peace Corps service,No,1993,Massachusetts,Sharon,Suburban,Suburban,Slightly better off,Both,Yes,Middle class,"$25,001 - $75,000",White (including Middle Eastern origin and Latino),No,No,Female,Single (never married),Advanced Degree,Humanities,2019,2020,13,panama,Family Member,,,,,,,,,
4/23/2020 15:39,4/23/2020 16:07,IP Address,99.33.31.161,100,1628,TRUE,4/23/2020 16:07,R_2A1q9n4maHwH6Sq,,,,,27.64109802,-80.47820282,anonymous,EN,No,a very happy person,moderately happier,6-,4- neutral,I was a lot happier before the coronavirus hit the U.S.,During my Peace Corps experience I was fascinated by how happy the Turkish villagers were. ,Yes,30 hours a month,"Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?",,5 hours,,12 hours a month,,,,20 hours a month organizing editing and writing our gollege yearbook which the nuns were opposed to and fundraising to pay for it. ,Yes,Paid,State Government,9,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Yes (please specify),Turkish,No,,Yes (please specify),I felt that Zi could do anything I set my mind to. ,Yes (please specify),"Living in a village with a bunch of Turkish peasants I taught English, did First Aid, learned to cook and sew, served as a translator for my site mate who stuttered. ","I am now retired having worked 21 years in NewYork State as a tourism professional, 3 years administrating the I Love New York campaign under Gov. Mario Cuomo. ",Yes,No,,,,,,No,,,Yes,High confidence,No,No,,,,,After Peace Corps service,4,Other,I am a member of the Indian River Democratic Women’s Club since last November and went To Tallahassee for Tslly Fays in Jan. ,5,After Peace Corps service,Political party,,Sometimes,After Peace Corps service,Yes,1944,Maryland,"Baltimore, Maryland",Urban,Urban,Much better off,Neither,Yes,Upper middle class,"$25,001 - $75,000",White (including Middle Eastern origin and Latino),No,No,Female,Married,4-year college graudate,Humanities,1965,1968,12,Turkeu,Other,I read a book about it as a Sophomore in college and signed up for. Junior Year program. ,"I am still in contact with some of my Peace Corps group and we do go to Wash.,DC every 5 years to support it. I am 75 now. ",,,,,,,
4/23/2020 16:39,4/23/2020 16:52,IP Address,24.91.54.180,100,805,TRUE,4/23/2020 16:52,R_1Cmcn2plyFWQ7Jz,,,,,42.20500183,-72.62760162,anonymous,EN,Yes,a very happy person,slightly happier,4- neutral,4- neutral,,,Yes,30/week,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Internships/Unpaid Position in the non-profit or government sector?",10,10,10,,,,,,No,,,10,8+,Youth Football Coach ,Yes,15,,,,,,,,,,20,Yes,Paid,State Government,Yes,"Employed, at work",State and local government,,Social Worker,2,Social Worker with DCF,State and local government,,Greater than 5 years,1,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Yes (please specify),Spanish ,Yes (please specify),Being a team player ,Yes (please specify),By being in new situations ,Yes (please specify),Live a learn,Spanish ,Yes,Yes,100,No,Yes,100,No,Yes,100,No,Yes,High confidence,No,No,,,,,Both,4,Local,,5,Both,Other (please specify):,Union,Sometimes,Both,Yes,1972,Massachusetts,Pittsfield,Suburban,Suburban,Slightly better off,Both,Yes,Middle class,"$75,000 - $150,000",White (including Middle Eastern origin and Latino),No,No,Female,Married,4-year college graudate,Social sciences,1994,1997,28,Guatemala,Peace Corps table/fair,,To stay connected with peace corps,,,,,,,
4/23/2020 21:29,4/23/2020 21:40,IP Address,100.33.73.175,100,695,TRUE,4/23/2020 21:40,R_3NwTZZ538JWB7Le,,,,,40.69400024,-73.99009705,anonymous,EN,No,about average,about the same,4- neutral,4- neutral,,,No,,,,,,,,,,,Yes,Paid,Local Government,7,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,0,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,No,,Yes (please specify),Communication ,Yes (please specify),Expanded options considered ,Yes (please specify),Exposure to diverse thinking patterns ,,Yes,No,,,,,,Yes,100,Yes,Yes,High confidence,After Peace Corps service,No,,,,,After Peace Corps service,15,State,,100,After Peace Corps service,"Political party,Issue-oriented group,PAC,Charity,Identity group",,Sometimes,After Peace Corps service,Yes,1970,California,,Urban,Urban,Moderately worse off,Both,Yes,Upper middle class,"$150,000 - $250,000",White (including Middle Eastern origin and Latino),No,No,Female,Married,Advanced Degree,Business or trade,1995,1997,29,Jamaica ,Peace Corps Alumni,,,,,,,,,
4/23/2020 22:30,4/23/2020 22:43,IP Address,47.14.38.50,100,755,TRUE,4/23/2020 22:43,R_1ib6ig1LRY3jFEA,,,,,42.66889954,-71.59339905,anonymous,EN,Yes,a very happy person,moderately happier,5-,1- not at all,,,Yes,10,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Internships/Unpaid Position in the non-profit or government sector?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?,International organizations?,Other form of public service?",0,10,0,0,0,0,0,It varied over time but often were periods of international volunteerism rather than regular monthly acts,Yes,Paid,Federal Government,,2-Jan,I help in a childhood trauma organization with their data system,No,,,,,,,,,,,,,,,,,,,,,,,,,0,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Yes (please specify),Albanian,Yes (please specify),I know how to do the majority of the work and get none of the credit,Yes (please specify),Where there is a will there is a way,Yes (please specify),That is exactly what PC service is!,I credit my Peace Corps service with all the major accomplishments that I have had since COS. It was the most fulfilling experience of my life and the rewards never end,Yes,Yes,50,Yes,Prefer to not respond,,Yes,Yes,50,Prefer to not respond,Yes,High confidence,No,No,,,,,No,,,,,No,,,,,No,1990,Massachusetts,,Suburban,Suburban,Moderately better off,Both,No,Middle class,,White (including Middle Eastern origin and Latino),No,No,Female,Single (never married),Advanced Degree,Social sciences,2015,2018,39,Kosovo,Other,,To find like minded people,,,,,,,
4/24/2020 6:42,4/24/2020 7:07,IP Address,65.112.8.51,100,1509,TRUE,4/24/2020 7:07,R_2zU7ABslFAjEl6u,,,,,42.373703,-71.12840271,anonymous,EN,Yes,moderately happy,moderately happier,6-,2-,,,Yes,20,"Religious organizations,Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Internships/Unpaid Position in the non-profit or government sector?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?,International organizations?,Other form of public service?",0,10,10,0,0,0,0,"I was a student for most of the time before joining a Peace Corps. During the academic year, I probably completed around 20 hrs a month. In my summers I did public service internships (public policy think tank, tutoring, community development work) where I spent about 40-45 hrs/week.",No,,,2,8+,"Mentoring young people, building capacity in government and nonprofit organizations, creating new community development programs ",Yes,50,"Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?",,,,50,,,,"I co-founded a local children's cabinet in my hometown supporting the mayor, superintendent of schools and leaders in the public and private sectors develop a city wide cradle-to-career agenda for children, youth and families. I'm also co-founding a new citywide fellowship program that aims to attract recent college grads to a two-year public service placement in local community-based organizations. I also support/mentor young people applying to college. ",7,Yes,Unpaid,Local Government,Yes,"Employed, at work","Educational services,State and local government,Nonprofit",,Director of Student Programs,5-Mar,"Working at an Education nonprofit, working as an advisor to a national government overseas, serving as a consultant to nonprofits and social impact organizations, working at a public service center in higher education, advising local government and a school district","Educational services,State and local government,Nonprofit",,Between 1 year and 2 years,0,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Yes (please specify),"Spanish, Guarani",Yes (please specify),"It helped me build capacity in others, navigate complex work environments, develop solutions in environments of resource scarcity and bring people together across difference and sector to address common issues",Yes (please specify),I began to think more about systems and structural change and how to bridge the divide between top down and bottom up solutions. ,Yes (please specify),"Absolutely, working in different cultures and socioeconomic contexts required it. Being a foreigner and different from my community counterpart required constant adaptation and understanding and immersing myself in the realities of others.","empathy, perspective, leadership, systems thinking, grassroots organizing, connecting leaders who wouldn't have met otherwise, navigating resource scarcity, creativity, abundance mindset, self-confidence, humility, how to think about sustainability, working across difference, how to build capacity in others",Yes,Yes,20,Yes,Yes,20,Yes,Yes,20,Yes,Yes,High confidence,After Peace Corps service,No,,,,,After Peace Corps service,1,Local,,3,No,,,N/A or Prefer not to answer,After Peace Corps service,Yes,1987,New York,Poughkeepsie,Urban,Urban,Much worse off,Both,Yes,Upper middle class,"$150,000 - $250,000",Black or African American,Yes,No,Male,Domestic partnership,Advanced Degree,Social sciences,2010,2013,36,Paraguay,Friend,,To stay connected,,,,,,,
4/24/2020 10:14,4/24/2020 10:25,IP Address,68.10.118.147,100,645,TRUE,4/24/2020 10:25,R_O72twfGYGF7czyV,,,,,36.85580444,-76.0042038,anonymous,EN,No,moderately happy,slightly happier,5-,,,,Yes,10,"Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?",,10,,,,,,,No,,,5,4-Feb,costumes for community theatre,No,,,,,,,,,,,,,,,,,,,,,,,,,0,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Yes (please specify),Russian,Yes (please specify),Working with other teachers on curriculum,Yes (please specify),"If something didn't work, how to make it better. If people didn't come to an event or training, how could I make the next one more attractive?",Yes (please specify),To take into account cultural differences and work with them,"Lesson planning, curriculum design",Yes,Yes,80,Yes,Yes,90,Yes,Yes,87,Yes,Yes,High confidence,No,No,,,,,No,,,,,No,,,,,No,1970,Virginia,Virginia Beach,Suburban,Urban,Moderately better off,Both,No,Middle class,"$25,001 - $75,000",White (including Middle Eastern origin and Latino),No,No,Female,Single (never married),Advanced Degree,Social sciences,2005,2008,44,"Ukraine, Colombia",Website,,"Support volunteer efforts in the country, connect with other RPCVs",,,,,,,
4/24/2020 13:05,4/24/2020 13:13,IP Address,184.74.86.138,100,517,TRUE,4/24/2020 13:13,R_30dbEPRRrBzksbT,,,,,42.45089722,-73.24949646,anonymous,EN,Yes,moderately happy,slightly happier,6-,4- neutral,N/A,N/A,Yes,40,Internships/Unpaid Position in the non-profit or government sector?,,,40,,,,,,No,,,0,2-Jan,Doing extra work at the DV organization where I am employed ,No,,,,,,,,,,,,,,,,,,,,,,,,,0,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Yes (please specify),Spanish,Yes (please specify),Listening skills and patience,Yes (please specify),Patience,Yes (please specify),Patience,Patience and flexibility ,Yes,Yes,100,Yes,Yes,100,No,Yes,100,No,Yes,High confidence,No,No,,,,,No,,,,,No,,,N/A or Prefer not to answer,Both,No,1994,Massachusetts,Windsor,Rural,Suburban,Moderately better off,Father,Yes,Middle class,"$25,001 - $75,000",White (including Middle Eastern origin and Latino),No,No,Female,Single (never married),4-year college graudate,Social sciences,2017,2019,27,Guatemala,Alumni,,,,,,,,,
4/24/2020 15:26,4/24/2020 15:51,IP Address,108.49.44.230,100,1504,TRUE,4/24/2020 15:51,R_28MQGu41E7WflT3,,,,,42.31820679,-71.64289856,anonymous,EN,Yes,a very happy person,slightly happier,6-,1- not at all,,,No,,,,,,,,,,,No,,,,2-Jan,I am retired but currently volunteer my time to an educational program for the elderly by serving on its curriculum and finance  committee etc,Yes,5 hours,"Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?",,,,5 hours,,,,,12,No,,,Am not looking for work,"Not in labor force, retired",,,N/A,2,"President, Fisher College, Boston, MA",,,,,,,,,,,Yes (please specify),Korean,Yes (please specify),organizing and communication,Yes (please specify),assessing and evaluation of the problem and effectiveness of solutions,Yes (please specify),being culturally sensitive to diverse culture and working with poor or little resources,"Organization, communication and empathy ",Yes,No,,,,,,No,,,Yes,High confidence,After Peace Corps service,No,,,,,After Peace Corps service,3,Federal,,9,No,,,,After Peace Corps service,Yes,1945,Wisconsin,"Green Bay, WI",Suburban,Suburban,Moderately better off,Both,No,Upper middle class,"$75,000 - $150,000",White (including Middle Eastern origin and Latino),No,No,Male,Married,Advanced Degree,Social sciences,1967,1970,27,Korea,Peace Corps table/fair,,Retain connection and support,,,,,,,
4/24/2020 21:04,4/24/2020 21:22,IP Address,70.181.40.122,100,1068,TRUE,4/24/2020 21:22,R_1dL9xtkbscprVhG,,,,,41.69250488,-71.57050323,anonymous,EN,Yes,a very happy person,much happier,7- a great deal,1- not at all,I'm very privileged in many ways and having fewer challenges in life makes happiness an easy and obvious choice.,,Yes,16,"Community organizations (e.g. neighbourhood safety, tutoring, street clean-up)?,Institutional/Educational (e.g. museum tour guide, PTA, Board of Directors)?,Cause-specific domestic fundraising organizations / charities (e.g. American Heart Association, Walk for Alzheimer’s)?",,4,,8,4,,,,No,,,5,4-Feb,"Mentoring, volunteer trip advisor, language instruction, food pantry help.",Yes,16,,,,,,,,,,5,Yes,Paid,Local Government,No,"Employed, at work",Educational services,,Program Assistant,2,"Program Assistant, High School Spanish Teacher",Educational services,,Between 6 months and 1 year,0,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Yes (please specify),Spanish,Yes (please specify),"Working with people who have different perspectives, skills and needs",Yes (please specify),Understanding problems from many perspectives,Yes (please specify),Never knew what to expect on any given day,Confidence in my professional and social abilities,Yes,Yes,100,No,Yes,100,No,Yes,100,No,Yes,High confidence,Both,No,,,,,No,,,,,No,,,,After Peace Corps service,Yes,1991,Rhode Island,East Greenwich,Suburban,Urban,Slightly worse off,Both,Yes,Middle class,"$25,001 - $75,000",White (including Middle Eastern origin and Latino),No,No,Male,Single (never married),4-year college graudate,Natural sciences,2016,2018,27,Peru,Peace Corps Alumni,,To stay connected with people who I know are emotionally engaged in making the world a better place,,,,,,,
